How do I explore and plan for college with Education Connections?
GA: How do I introduce Summit using SLDS?
What is YouScience® Brightpath?
Best-Fit Careers Exploration: Educator-led slide deck
Why does my Aptitude & Career Discovery student only see Industry Certifications?
Aptitude & Career Discovery: Voice Instructions en Espanol – Instrucciones de voz
Aptitude & Career Discovery: Checklist for Instructors (3 Day)
How do I find which exam is best for my course?
Aptitude & Career Discovery: Reports Cheat Sheet
"As a parent, how can I access my child's results?"
What question types are used on an Industry Certification exam?
How can I update a student's account information through my admin portal?
Higher Ed Student Workbook
YouScience Get Started Form
GA: How to complete Summit if you DID NOT take Snapshot in middle school
How do I find my missing exam history?
YouScience School Pride: Getting Started Kit
GA: How do I introduce Snippet using SLDS?
Aptitude & Career Discovery for 7th or 8th grade: Checklist for Instructors (1-day)
EOPA student login
YouScience Student Communication Flyer
Can I retake an Industry Certification exam?
Remote Proctoring: Teacher Instructions
How do I navigate the Education & Career Plan (ECP) for 7th or 8th grade?
Student Growth Report
Aptitude & Career Discovery: Holding and releasing results
Aptitude Results Tracker (7th or 8th grade)
School Communication Tools - High School
Aptitude & Career Discovery: Add group managers/staff to a group
Aptitude & Career Discovery: Conversation Starters
GA - Kick-off and Results Walk-through Materials
How do I export reports?
Using the Counselor Dashboard
Career Connections: Student Instructions
Common App: Teacher instructions
GA - How do I introduce Snapshot through SLDS?
How do I view my results?
Brightpath: Reset Password
How do I update an existing user's role in an organization?
Set up your employer profile
Industry Certifications: Reports Cheat Sheet
Student Performance Report
Aptitude & Career Discovery for 7th or 8th grade: Checklist for instructors (2 Day)
Work-Based Experiences - Getting Started
Common App: Counselor instructions
What is a cut score/passing percentage?
Proctor Performance Report
Clusters Alignment Report
How do I introduce Higher Ed students to Aptitude & Career Discovery?
How do I purchase an Aptitude & Career Discovery account?
What’s the difference between SSO & Rostering?
How do I troubleshoot exam platform errors?
User Administration: How do I add existing users to another school or organization?
FAQs: Data & Reporting
Pre-Recorded Training Webinars - Work-Based Learning (WBL)
School Communication Tools - 7th or 8th grade
Aptitude & Career Discovery - Admin Journey
Reports available to staff
Aptitude & Career Discovery for 7th or 8th grade - Admin Journey
Family Connect: Admin Experience
Aptitude & Career Discovery: 9th-12th Sample Rollout
Discovery One-Page Summary: 7th or 8th
IEP Connections
College-To-Career New User Guide
What We Measure and Sample Aptitude Exercises
Reports available to proctors
Pathways Report
Common App: FAQs
Exam Performance Report
Common App: Student instructions
Resume Builder: Educator-led slide deck
How long does it take to complete Aptitude & Career Discovery?
How do I create a post-exam from another proctor's pre-exam?
How do I move students and invitations between groups?
Reports available to learners and parents
Pre/Post Exam Summary
YouScience Highlight Board
Aptitude & Career Discovery for 7th or 8th grade: Checklist for Ambassadors
Work-Based Experiences - Setting Up Your New Administrator Account
¿Cómo hago mis juegos mentales? (How do I take my brain games in Spanish)
How do I enable the course planner or resume builder?
Why can't I take an exam as a teacher/proctor?
GA: How do I implement Summit?
College Planning and Applications: Educator-led slide deck
Family Connect: Parent & Guardian Experience
Administrator FAQs - Work-Based Experiences
Aptitude & Career Discovery: 6th-8th Sample Rollout
How do I introduce my students to Aptitude & Career Discovery for 6th grade?
How do I know my student's ID number?
What is YouScience?
How do I use the Scholarships tool?
Top Careers Report
1-on-1 Advising Rollout Checklist
Class Performance Report
Small and Large Group Rollout Checklist
Personalized College Landing Page
Administrator User Guide: How do I use WBE?
Why YouScience for Educators and Administrators Kit
Higher Ed Playbook
Majors Recommendations Report
FAQs: Industry Certifications
Aptitude & Career Discovery for 7th or 8th grade: Conversation Starters
Educator User Guide: How do I use WBE?
How do I purchase exams?
Brightpath: Verification Codes
Get started with Work-Based Learning (WBL)
GA: How do I implement Snapshot?
Single Exam Summary Report
GA - How do I kick-off Snapshot?
How do I add exam codes for my proctors?
How do I know what type of exam to give?
Certifications: How do I reset my password?
Education & Career Plan (ECP): Reporting options
Student Guide: How do I use WBE?
What age does my student need to be to take YouScience?
District Summary Report
Where can students opt in to share or manage sharing preferences?
Employer User Guide: How do I use WBE?
Pathways Management Tool (PMT)
The Value of Industry Certifications: Educator-led slide deck
GA: How to complete Summit if you took Snapshot in middle school
Employer Reports
How do I set up Partner Activities in WBE?
New Independent Educational Consultants - Contact Us!
3rd-Party Industry Tests: Reporting
Texas Exam Growth Data
How do I manage Partners in WBE?
Now Available: Two sets of sex/gender options for YouScience users
What is the YouScience privacy policy?
Aptitud y descubrimiento profesional: guía para padres (Aptitude & Career Discovery Parent Guide in Spanish)
Pre-Recorded Training Webinar - Education & Career Plan
Educator FAQs - Work-Based Experiences
Employer FAQS - YouScience Work-Based Experiences
Aptitude & Career Discovery for 7th or 8th grade: Checklist for Instructors (3 Day)
YouScience Brightpath Roadmap: Postsecondary
Discovery statuses
State Summary Report
How do I use the Employee Directory in WBE?
Are the certification exams difficult?
What is the difference between Administrators and Educators in Work-Based Experiences?
Your guide to certification labs
How do I manage Partner Activities in WBE?
How do I run reports in WBE?
How do I edit my college's offerings in Education Connections?
Create Employers in the Employer Directory
How do I send emails through WBE?
How do I manage Advisory Boards in WBE?
How do I bulk import all users to Work-Based Experiences?
How do I manage the Opportunity Board in WBE?
Industry Recognition Report
Pre-Recorded Training Webinars - Education Connections & Career Connections
YouScience Spring Momentum Guide
What is the difference between Employers and Partners in Work-Based Experiences?
Is there a limit to the number of certification exams I can create?
Discovery Admin Dashboard
WBL: Student Instructions
WBL Student Activity Report
What are pilot exams?
How do I use Infinite Campus Rostering with YouScience?
Create E-Sign Documents
Create WBL Opportunities
How do I use PowerSchool Rostering with YouScience?
Create Fillable Forms
How do I use the Majors/Programs tool?
Georgia: Prepare for Certifications
Create WBL Activities
How do I use the Schools tool?
Work-Based Learning (WBL): Parent Guide
Create Labels
Create Email Templates
Enrollment & Compliance Report
Industry Certifications: Parent Guide
Create Advisory Boards
Pre-Recorded Training Webinars - User Administration
WBL Advisory Board Report
Manage your sponsorship
WBL Overview Dashboard
My Profile
Welcome to Brightpath WBL: Your transition guide from Seamless WBL
Manage your private employer profile within WBL
